Vendedor,Dia da Semana,Data,Vendas,Aberta,Promocao,Feriado Estadual,Feriado Escolar
1,7,2020-04-20,0,0,0,0,1
2,7,2020-04-20,0,0,0,0,0
3,7,2020-04-20,0,0,0,0,0
4,7,2020-04-20,0,0,0,0,0
5,7,2020-04-20,0,0,0,0,0
1,6,2020-04-19,5871,1,0,0,1
2,6,2020-04-19,4146,1,0,0,0
3,6,2020-04-19,5794,1,0,0,0
4,6,2020-04-19,10613,1,0,0,0
5,6,2020-04-19,3153,1,0,0,0
1,5,2020-04-18,0,0,1,b,1
2,5,2020-04-18,0,0,1,b,0
3,5,2020-04-18,0,0,1,b,1
4,5,2020-04-18,0,0,1,b,1
5,5,2020-04-18,0,0,1,b,1
1,4,2020-04-17,6160,1,1,0,1
2,4,2020-04-17,6647,1,1,0,0
3,4,2020-04-17,8309,1,1,0,1
4,4,2020-04-17,13084,1,1,0,1
5,4,2020-04-17,6690,1,1,0,0
1,3,2020-04-16,6381,1,1,0,1
2,3,2020-04-16,7317,1,1,0,0
3,3,2020-04-16,9311,1,1,0,1
4,3,2020-04-16,11237,1,1,0,1
5,3,2020-04-16,7722,1,1,0,0
1,2,2020-04-15,6196,1,1,0,1
2,2,2020-04-15,7701,1,1,0,0
3,2,2020-04-15,10021,1,1,0,1
4,2,2020-04-15,11191,1,1,0,1
5,2,2020-04-15,7439,1,1,0,0
1,1,2020-04-14,6803,1,1,0,1
2,1,2020-04-14,7714,1,1,0,0
3,1,2020-04-14,10103,1,1,0,1
4,1,2020-04-14,12391,1,1,0,1
5,1,2020-04-14,7980,1,1,0,0
1,7,2020-04-13,0,0,0,0,0
2,7,2020-04-13,0,0,0,0,0
3,7,2020-04-13,0,0,0,0,0
4,7,2020-04-13,0,0,0,0,0
5,7,2020-04-13,0,0,0,0,0
1,6,2020-04-12,4435,1,0,0,0
2,6,2020-04-12,2574,1,0,0,0
3,6,2020-04-12,3795,1,0,0,0
4,6,2020-04-12,9200,1,0,0,0
5,6,2020-04-12,1423,1,0,0,0
1,5,2020-04-11,3733,1,0,0,0
2,5,2020-04-11,4701,1,0,0,0
3,5,2020-04-11,6169,1,0,0,0
4,5,2020-04-11,7682,1,0,0,0
5,5,2020-04-11,3623,1,0,0,0
1,4,2020-04-10,3948,1,0,0,0
2,4,2020-04-10,3691,1,0,0,0
3,4,2020-04-10,5683,1,0,0,0
4,4,2020-04-10,7714,1,0,0,0
5,4,2020-04-10,3526,1,0,0,0
1,3,2020-04-09,3919,1,0,0,0
2,3,2020-04-09,5142,1,0,0,0
3,3,2020-04-09,5389,1,0,0,0
4,3,2020-04-09,7890,1,0,0,0
5,3,2020-04-09,4013,1,0,0,0
1,2,2020-04-08,3990,1,0,0,0
2,2,2020-04-08,4475,1,0,0,0
3,2,2020-04-08,5218,1,0,0,0
4,2,2020-04-08,7074,1,0,0,0
5,2,2020-04-08,3823,1,0,0,0
1,1,2020-04-07,3751,1,0,0,0
2,1,2020-04-07,3941,1,0,0,0
3,1,2020-04-07,5121,1,0,0,0
4,1,2020-04-07,7733,1,0,0,0
5,1,2020-04-07,4014,1,0,0,0
1,7,2020-04-06,0,0,0,0,0
2,7,2020-04-06,0,0,0,0,0
3,7,2020-04-06,0,0,0,0,0
4,7,2020-04-06,0,0,0,0,0
5,7,2020-04-06,0,0,0,0,0
1,6,2020-04-05,4599,1,0,0,0
2,6,2020-04-05,2655,1,0,0,0
3,6,2020-04-05,3904,1,0,0,0
4,6,2020-04-05,9423,1,0,0,0
5,6,2020-04-05,1911,1,0,0,0
1,5,2020-04-04,4738,1,1,0,0
2,5,2020-04-04,5016,1,1,0,0
3,5,2020-04-04,7562,1,1,0,0
4,5,2020-04-04,9411,1,1,0,0
5,5,2020-04-04,5251,1,1,0,0
1,4,2020-04-03,4556,1,1,0,0
2,4,2020-04-03,5078,1,1,0,0
3,4,2020-04-03,7477,1,1,0,0
4,4,2020-04-03,9189,1,1,0,0
5,4,2020-04-03,4853,1,1,0,0
1,3,2020-04-02,4834,1,1,0,0
2,3,2020-04-02,7013,1,1,0,0
3,3,2020-04-02,7481,1,1,0,0
4,3,2020-04-02,9585,1,1,0,0
5,3,2020-04-02,6260,1,1,0,0
1,2,2020-04-01,5407,1,1,0,0
2,2,2020-04-01,4862,1,1,0,0
3,2,2020-04-01,6800,1,1,0,0
4,2,2020-04-01,11772,1,1,0,0
5,2,2020-04-01,6100,1,1,0,0
1,1,2020-03-31,6008,1,1,0,0
2,1,2020-03-31,9908,1,1,0,0
3,1,2020-03-31,13588,1,1,0,0
4,1,2020-03-31,14638,1,1,0,0
5,1,2020-03-31,7135,1,1,0,0
1,7,2020-03-30,0,0,0,0,0
2,7,2020-03-30,0,0,0,0,0
3,7,2020-03-30,0,0,0,0,0
4,7,2020-03-30,0,0,0,0,0
5,7,2020-03-30,0,0,0,0,0
1,6,2020-03-29,4583,1,0,0,0
2,6,2020-03-29,2815,1,0,0,0
3,6,2020-03-29,4200,1,0,0,0
4,6,2020-03-29,8880,1,0,0,0
5,6,2020-03-29,1747,1,0,0,0
1,5,2020-03-28,3987,1,0,0,0
2,5,2020-03-28,4409,1,0,0,0
3,5,2020-03-28,6194,1,0,0,0
4,5,2020-03-28,7696,1,0,0,0
5,5,2020-03-28,3575,1,0,0,0
1,4,2020-03-27,3847,1,0,0,0
2,4,2020-03-27,4350,1,0,0,0
3,4,2020-03-27,4969,1,0,0,0
4,4,2020-03-27,7006,1,0,0,0
5,4,2020-03-27,3488,1,0,0,0
1,3,2020-03-26,3225,1,0,0,0
2,3,2020-03-26,5059,1,0,0,0
3,3,2020-03-26,5158,1,0,0,0
4,3,2020-03-26,7095,1,0,0,0
5,3,2020-03-26,3622,1,0,0,0
1,2,2020-03-25,3136,1,0,0,0
2,2,2020-03-25,4086,1,0,0,0
3,2,2020-03-25,5207,1,0,0,0
4,2,2020-03-25,7277,1,0,0,0
5,2,2020-03-25,3535,1,0,0,0
1,1,2020-03-24,3850,1,0,0,0
2,1,2020-03-24,3893,1,0,0,0
3,1,2020-03-24,5248,1,0,0,0
4,1,2020-03-24,7992,1,0,0,0
5,1,2020-03-24,3378,1,0,0,0
1,7,2020-03-23,0,0,0,0,0
2,7,2020-03-23,0,0,0,0,0
3,7,2020-03-23,0,0,0,0,0
4,7,2020-03-23,0,0,0,0,0
5,7,2020-03-23,0,0,0,0,0
1,6,2020-03-22,5241,1,0,0,0
2,6,2020-03-22,2569,1,0,0,0
3,6,2020-03-22,4389,1,0,0,0
4,6,2020-03-22,9676,1,0,0,0
5,6,2020-03-22,1740,1,0,0,0
1,5,2020-03-21,4510,1,1,0,0
2,5,2020-03-21,4993,1,1,0,0
3,5,2020-03-21,6765,1,1,0,0
4,5,2020-03-21,9292,1,1,0,0
5,5,2020-03-21,4550,1,1,0,0
1,4,2020-03-20,4023,1,1,0,0
2,4,2020-03-20,4950,1,1,0,0
3,4,2020-03-20,7390,1,1,0,0
4,4,2020-03-20,8074,1,1,0,0
5,4,2020-03-20,4478,1,1,0,0
1,3,2020-03-19,4036,1,1,0,0
2,3,2020-03-19,6275,1,1,0,0
3,3,2020-03-19,8417,1,1,0,0
4,3,2020-03-19,8672,1,1,0,0
5,3,2020-03-19,5031,1,1,0,0
1,2,2020-03-18,5200,1,1,0,0
2,2,2020-03-18,5805,1,1,0,0
3,2,2020-03-18,9011,1,1,0,0
4,2,2020-03-18,9920,1,1,0,0
5,2,2020-03-18,5682,1,1,0,0
1,1,2020-03-17,5563,1,1,0,0
2,1,2020-03-17,7054,1,1,0,0
3,1,2020-03-17,9154,1,1,0,0
4,1,2020-03-17,11669,1,1,0,0
5,1,2020-03-17,7702,1,1,0,0
1,7,2020-03-16,0,0,0,0,0
2,7,2020-03-16,0,0,0,0,0
3,7,2020-03-16,0,0,0,0,0
4,7,2020-03-16,0,0,0,0,0
5,7,2020-03-16,0,0,0,0,0
1,6,2020-03-15,5042,1,0,0,0
2,6,2020-03-15,2678,1,0,0,0
3,6,2020-03-15,4255,1,0,0,0
4,6,2020-03-15,10009,1,0,0,0
5,6,2020-03-15,1895,1,0,0,0
1,5,2020-03-14,3883,1,0,0,0
2,5,2020-03-14,3321,1,0,0,0
3,5,2020-03-14,6245,1,0,0,0
4,5,2020-03-14,7336,1,0,0,0
5,5,2020-03-14,3982,1,0,0,0
1,4,2020-03-13,3224,1,0,0,0
2,4,2020-03-13,4172,1,0,0,0
3,4,2020-03-13,4918,1,0,0,0
4,4,2020-03-13,6987,1,0,0,0
5,4,2020-03-13,3728,1,0,0,0
1,3,2020-03-12,3805,1,0,0,0
2,3,2020-03-12,4581,1,0,0,0
3,3,2020-03-12,4951,1,0,0,0
4,3,2020-03-12,7318,1,0,0,0
5,3,2020-03-12,4031,1,0,0,0
1,2,2020-03-11,3588,1,0,0,0
2,2,2020-03-11,3575,1,0,0,0
3,2,2020-03-11,5412,1,0,0,0
4,2,2020-03-11,7021,1,0,0,0
5,2,2020-03-11,3643,1,0,0,0
1,1,2020-03-10,3573,1,0,0,0
2,1,2020-03-10,3799,1,0,0,0
3,1,2020-03-10,4928,1,0,0,0
4,1,2020-03-10,7809,1,0,0,0
5,1,2020-03-10,3629,1,0,0,0
1,7,2020-03-09,0,0,0,0,0
2,7,2020-03-09,0,0,0,0,0
3,7,2020-03-09,0,0,0,0,0
4,7,2020-03-09,0,0,0,0,0
5,7,2020-03-09,0,0,0,0,0
1,6,2020-03-08,4400,1,0,0,0
2,6,2020-03-08,2863,1,0,0,0
3,6,2020-03-08,3407,1,0,0,0
4,6,2020-03-08,9296,1,0,0,0
5,6,2020-03-08,1991,1,0,0,0
1,5,2020-03-07,5340,1,1,0,0
2,5,2020-03-07,5275,1,1,0,0
3,5,2020-03-07,8321,1,1,0,0
4,5,2020-03-07,9986,1,1,0,0
5,5,2020-03-07,4804,1,1,0,0
1,4,2020-03-06,4585,1,1,0,0
2,4,2020-03-06,5173,1,1,0,0
3,4,2020-03-06,8140,1,1,0,0
4,4,2020-03-06,9072,1,1,0,0
5,4,2020-03-06,4805,1,1,0,0
1,3,2020-03-05,4916,1,1,0,0
2,3,2020-03-05,6740,1,1,0,0
3,3,2020-03-05,8867,1,1,0,0
4,3,2020-03-05,9039,1,1,0,0
5,3,2020-03-05,6208,1,1,0,0
1,2,2020-03-04,5397,1,1,0,0
2,2,2020-03-04,6006,1,1,0,0
3,2,2020-03-04,9520,1,1,0,0
4,2,2020-03-04,11220,1,1,0,0
5,2,2020-03-04,5423,1,1,0,0
1,1,2020-03-03,6198,1,1,0,0
2,1,2020-03-03,7332,1,1,0,0
3,1,2020-03-03,11091,1,1,0,0
4,1,2020-03-03,13685,1,1,0,0
5,1,2020-03-03,7607,1,1,0,0
1,7,2020-03-02,0,0,0,0,0
2,7,2020-03-02,0,0,0,0,0
3,7,2020-03-02,0,0,0,0,0
4,7,2020-03-02,0,0,0,0,0
5,7,2020-03-02,0,0,0,0,0
1,6,2020-03-01,5307,1,0,0,0
2,6,2020-03-01,3350,1,0,0,0
3,6,2020-03-01,4718,1,0,0,0
4,6,2020-03-01,11248,1,0,0,0
5,6,2020-03-01,2170,1,0,0,0
1,5,2020-02-28,5031,1,0,0,0
2,5,2020-02-28,4400,1,0,0,0
3,5,2020-02-28,6792,1,0,0,0
4,5,2020-02-28,10849,1,0,0,0
5,5,2020-02-28,4602,1,0,0,1
1,4,2020-02-27,3826,1,0,0,0
2,4,2020-02-27,3998,1,0,0,0
3,4,2020-02-27,5324,1,0,0,0
4,4,2020-02-27,7723,1,0,0,0
5,4,2020-02-27,3176,1,0,0,1
1,3,2020-02-26,4108,1,0,0,0
2,3,2020-02-26,4548,1,0,0,0
3,3,2020-02-26,4580,1,0,0,0
4,3,2020-02-26,6987,1,0,0,0
5,3,2020-02-26,3568,1,0,0,1
1,2,2020-02-25,3499,1,0,0,0
2,2,2020-02-25,3520,1,0,0,0
3,2,2020-02-25,4858,1,0,0,0
4,2,2020-02-25,6812,1,0,0,0
5,2,2020-02-25,3407,1,0,0,1
1,1,2020-02-24,3826,1,0,0,0
2,1,2020-02-24,3894,1,0,0,0
3,1,2020-02-24,5141,1,0,0,0
4,1,2020-02-24,7782,1,0,0,0
5,1,2020-02-24,3558,1,0,0,1
1,7,2020-02-23,0,0,0,0,0
2,7,2020-02-23,0,0,0,0,0
3,7,2020-02-23,0,0,0,0,0
4,7,2020-02-23,0,0,0,0,0
5,7,2020-02-23,0,0,0,0,0
1,6,2020-02-22,4820,1,0,0,0
2,6,2020-02-22,2563,1,0,0,0
3,6,2020-02-22,4082,1,0,0,0
4,6,2020-02-22,10047,1,0,0,0
5,6,2020-02-22,1975,1,0,0,0
1,5,2020-02-21,4727,1,1,0,0
2,5,2020-02-21,4790,1,1,0,1
3,5,2020-02-21,7511,1,1,0,0
4,5,2020-02-21,9193,1,1,0,0
5,5,2020-02-21,4389,1,1,0,1
1,4,2020-02-20,4563,1,1,0,0
2,4,2020-02-20,4961,1,1,0,1
3,4,2020-02-20,6798,1,1,0,0
4,4,2020-02-20,9452,1,1,0,0
5,4,2020-02-20,5365,1,1,0,1
1,3,2020-02-19,4935,1,1,0,0
2,3,2020-02-19,6419,1,1,0,1
3,3,2020-02-19,8156,1,1,0,0
4,3,2020-02-19,9010,1,1,0,0
5,3,2020-02-19,5307,1,1,0,1
1,2,2020-02-18,4602,1,1,0,0
2,2,2020-02-18,5979,1,1,0,1
3,2,2020-02-18,8382,1,1,0,0
4,2,2020-02-18,9676,1,1,0,0
5,2,2020-02-18,5368,1,1,0,1
1,1,2020-02-17,5393,1,1,0,0
2,1,2020-02-17,7584,1,1,0,1
3,1,2020-02-17,10020,1,1,0,0
4,1,2020-02-17,11297,1,1,0,0
5,1,2020-02-17,7170,1,1,0,1
1,7,2020-02-16,0,0,0,0,0
2,7,2020-02-16,0,0,0,0,0
3,7,2020-02-16,0,0,0,0,0
4,7,2020-02-16,0,0,0,0,0
5,7,2020-02-16,0,0,0,0,0
1,6,2020-02-15,5258,1,0,0,0
2,6,2020-02-15,2509,1,0,0,0
3,6,2020-02-15,3793,1,0,0,0
4,6,2020-02-15,9171,1,0,0,0
5,6,2020-02-15,2165,1,0,0,0
1,5,2020-02-14,4647,1,0,0,0
2,5,2020-02-14,4324,1,0,0,0
3,5,2020-02-14,6213,1,0,0,0
4,5,2020-02-14,8877,1,0,0,0
5,5,2020-02-14,4431,1,0,0,0
1,4,2020-02-13,3638,1,0,0,0
2,4,2020-02-13,4171,1,0,0,0
3,4,2020-02-13,5132,1,0,0,0
4,4,2020-02-13,7765,1,0,0,0
5,4,2020-02-13,3823,1,0,0,0
1,3,2020-02-12,3662,1,0,0,0
2,3,2020-02-12,4848,1,0,0,0
3,3,2020-02-12,5675,1,0,0,0
4,3,2020-02-12,8244,1,0,0,0
5,3,2020-02-12,4475,1,0,0,0
1,2,2020-02-11,3461,1,0,0,0
2,2,2020-02-11,4056,1,0,0,0
3,2,2020-02-11,4877,1,0,0,0
4,2,2020-02-11,7483,1,0,0,0
5,2,2020-02-11,3649,1,0,0,0
1,1,2020-02-10,3591,1,0,0,0
2,1,2020-02-10,4006,1,0,0,0
3,1,2020-02-10,5396,1,0,0,0
4,1,2020-02-10,9075,1,0,0,0
5,1,2020-02-10,4108,1,0,0,0
1,7,2020-02-09,0,0,0,0,0
2,7,2020-02-09,0,0,0,0,0
3,7,2020-02-09,0,0,0,0,0
4,7,2020-02-09,0,0,0,0,0
5,7,2020-02-09,0,0,0,0,0
1,6,2020-02-08,4726,1,0,0,0
2,6,2020-02-08,2484,1,0,0,0
3,6,2020-02-08,4369,1,0,0,0
4,6,2020-02-08,9842,1,0,0,0
5,6,2020-02-08,1910,1,0,0,0
1,5,2020-02-07,5596,1,1,0,0
2,5,2020-02-07,4848,1,1,0,0
3,5,2020-02-07,7198,1,1,0,0
4,5,2020-02-07,9571,1,1,0,1
5,5,2020-02-07,5492,1,1,0,0
1,4,2020-02-06,4823,1,1,0,0
2,4,2020-02-06,6012,1,1,0,0
3,4,2020-02-06,7920,1,1,0,0
4,4,2020-02-06,9589,1,1,0,1
5,4,2020-02-06,5266,1,1,0,0
1,3,2020-02-05,5031,1,1,0,0
2,3,2020-02-05,7198,1,1,0,0
3,3,2020-02-05,8124,1,1,0,0
4,3,2020-02-05,10046,1,1,0,1
5,3,2020-02-05,6486,1,1,0,0
1,2,2020-02-04,5540,1,1,0,0
2,2,2020-02-04,7036,1,1,0,0
3,2,2020-02-04,10084,1,1,0,0
4,2,2020-02-04,10795,1,1,0,1
5,2,2020-02-04,6979,1,1,0,0
1,1,2020-02-03,5839,1,1,0,0
2,1,2020-02-03,7372,1,1,0,0
3,1,2020-02-03,11861,1,1,0,0
4,1,2020-02-03,13634,1,1,0,1
5,1,2020-02-03,8696,1,1,0,0
1,7,2020-02-02,0,0,0,0,0
2,7,2020-02-02,0,0,0,0,0
3,7,2020-02-02,0,0,0,0,0
4,7,2020-02-02,0,0,0,0,0
5,7,2020-02-02,0,0,0,0,0
1,6,2020-02-01,5292,1,0,0,0
2,6,2020-02-01,2929,1,0,0,0
3,6,2020-02-01,4968,1,0,0,0
4,6,2020-02-01,12028,1,0,0,0
5,6,2020-02-01,2138,1,0,0,0
1,5,2020-01-31,4906,1,0,0,0
2,5,2020-01-31,4608,1,0,0,0
3,5,2020-01-31,8097,1,0,0,0
4,5,2020-01-31,10468,1,0,0,0
5,5,2020-01-31,4982,1,0,0,0
1,4,2020-01-30,4549,1,0,0,0
2,4,2020-01-30,4214,1,0,0,0
3,4,2020-01-30,5219,1,0,0,0
4,4,2020-01-30,7860,1,0,0,0
5,4,2020-01-30,3802,1,0,0,0
1,3,2020-01-29,3789,1,0,0,0
2,3,2020-01-29,4292,1,0,0,0
3,3,2020-01-29,4887,1,0,0,0
4,3,2020-01-29,7996,1,0,0,0
5,3,2020-01-29,4409,1,0,0,0
1,2,2020-01-28,3581,1,0,0,0
2,2,2020-01-28,3677,1,0,0,0
3,2,2020-01-28,4816,1,0,0,0
4,2,2020-01-28,7268,1,0,0,0
5,2,2020-01-28,3508,1,0,0,0
1,1,2020-01-27,3601,1,0,0,0
2,1,2020-01-27,3708,1,0,0,0
3,1,2020-01-27,4602,1,0,0,0
4,1,2020-01-27,7800,1,0,0,0
5,1,2020-01-27,3412,1,0,0,0
1,7,2020-01-26,0,0,0,0,0
2,7,2020-01-26,0,0,0,0,0
3,7,2020-01-26,0,0,0,0,0
4,7,2020-01-26,0,0,0,0,0
5,7,2020-01-26,0,0,0,0,0
1,6,2020-01-25,4546,1,0,0,0
2,6,2020-01-25,2274,1,0,0,0
3,6,2020-01-25,3416,1,0,0,0
4,6,2020-01-25,9756,1,0,0,0
5,6,2020-01-25,1662,1,0,0,0
1,5,2020-01-24,5098,1,1,0,0
2,5,2020-01-24,4701,1,1,0,0
3,5,2020-01-24,6981,1,1,0,0
4,5,2020-01-24,9154,1,1,0,0
5,5,2020-01-24,4752,1,1,0,0
1,4,2020-01-23,4597,1,1,0,0
2,4,2020-01-23,5010,1,1,0,0
3,4,2020-01-23,7857,1,1,0,0
4,4,2020-01-23,9580,1,1,0,0
5,4,2020-01-23,4647,1,1,0,0
1,3,2020-01-22,4562,1,1,0,0
2,3,2020-01-22,5451,1,1,0,0
3,3,2020-01-22,9642,1,1,0,0
4,3,2020-01-22,8898,1,1,0,0
5,3,2020-01-22,5042,1,1,0,0
1,2,2020-01-21,5151,1,1,0,0
2,2,2020-01-21,6564,1,1,0,0
3,2,2020-01-21,9246,1,1,0,0
4,2,2020-01-21,9456,1,1,0,0
5,2,2020-01-21,5371,1,1,0,0
1,1,2020-01-20,6148,1,1,0,0
2,1,2020-01-20,7082,1,1,0,0
3,1,2020-01-20,10251,1,1,0,0
4,1,2020-01-20,10734,1,1,0,0
5,1,2020-01-20,7716,1,1,0,0
1,7,2020-01-19,0,0,0,0,0
2,7,2020-01-19,0,0,0,0,0
3,7,2020-01-19,0,0,0,0,0
4,7,2020-01-19,0,0,0,0,0
5,7,2020-01-19,0,0,0,0,0
1,6,2020-01-18,5128,1,0,0,0
2,6,2020-01-18,2497,1,0,0,0
3,6,2020-01-18,4232,1,0,0,0
4,6,2020-01-18,9451,1,0,0,0
5,6,2020-01-18,1940,1,0,0,0
1,5,2020-01-17,3803,1,0,0,0
2,5,2020-01-17,3868,1,0,0,0
3,5,2020-01-17,5115,1,0,0,0
4,5,2020-01-17,7654,1,0,0,0
5,5,2020-01-17,4169,1,0,0,0
1,4,2020-01-16,3632,1,0,0,0
2,4,2020-01-16,3998,1,0,0,0
3,4,2020-01-16,5395,1,0,0,0
4,4,2020-01-16,6927,1,0,0,0
5,4,2020-01-16,3411,1,0,0,0
1,3,2020-01-15,3776,1,0,0,0
2,3,2020-01-15,4919,1,0,0,0
3,3,2020-01-15,5163,1,0,0,0
4,3,2020-01-15,6571,1,0,0,0
5,3,2020-01-15,3837,1,0,0,0
1,2,2020-01-14,3621,1,0,0,0
2,2,2020-01-14,4195,1,0,0,0
3,2,2020-01-14,4934,1,0,0,0
4,2,2020-01-14,7465,1,0,0,0
5,2,2020-01-14,3473,1,0,0,0
1,1,2020-01-13,3994,1,0,0,0
2,1,2020-01-13,4290,1,0,0,0
3,1,2020-01-13,5420,1,0,0,0
4,1,2020-01-13,7838,1,0,0,0
5,1,2020-01-13,3652,1,0,0,0
1,7,2020-01-12,0,0,0,0,0
2,7,2020-01-12,0,0,0,0,0
3,7,2020-01-12,0,0,0,0,0
4,7,2020-01-12,0,0,0,0,0
5,7,2020-01-12,0,0,0,0,0
1,6,2020-01-11,4454,1,0,0,0
2,6,2020-01-11,2872,1,0,0,0
3,6,2020-01-11,4397,1,0,0,0
4,6,2020-01-11,9203,1,0,0,0
5,6,2020-01-11,2035,1,0,0,0
1,5,2020-01-10,4486,1,1,0,1
2,5,2020-01-10,5146,1,1,0,0
3,5,2020-01-10,9242,1,1,0,0
4,5,2020-01-10,9154,1,1,0,0
5,5,2020-01-10,5008,1,1,0,0
1,4,2020-01-09,4396,1,1,0,1
2,4,2020-01-09,6081,1,1,0,0
3,4,2020-01-09,7081,1,1,0,0
4,4,2020-01-09,9489,1,1,0,0
5,4,2020-01-09,4753,1,1,0,0
1,3,2020-01-08,4931,1,1,0,1
2,3,2020-01-08,6597,1,1,0,0
3,3,2020-01-08,8242,1,1,0,0
4,3,2020-01-08,9271,1,1,0,0
5,3,2020-01-08,5966,1,1,0,0
1,2,2020-01-07,5539,1,1,0,1
2,2,2020-01-07,6567,1,1,0,0
3,2,2020-01-07,11215,1,1,0,1
4,2,2020-01-07,10338,1,1,0,0
5,2,2020-01-07,6280,1,1,0,0
1,1,2020-01-06,6194,1,1,0,1
2,1,2020-01-06,8317,1,1,0,0
3,1,2020-01-06,11326,1,1,0,1
4,1,2020-01-06,13086,1,1,0,0
5,1,2020-01-06,8310,1,1,0,0
1,7,2020-01-05,0,0,0,0,1
2,7,2020-01-05,0,0,0,0,0
3,7,2020-01-05,0,0,0,0,0
4,7,2020-01-05,0,0,0,0,0
5,7,2020-01-05,0,0,0,0,0
1,6,2020-01-04,5173,1,0,0,1
2,6,2020-01-04,2760,1,0,0,0
3,6,2020-01-04,4727,1,0,0,0
4,6,2020-01-04,10569,1,0,0,0
5,6,2020-01-04,1711,1,0,0,0
1,5,2020-01-03,4190,1,0,0,1
2,5,2020-01-03,4802,1,0,0,1
3,5,2020-01-03,6821,1,0,0,1
4,5,2020-01-03,9299,1,0,0,1
5,5,2020-01-03,4414,1,0,0,1
1,4,2020-01-02,4969,1,0,0,1
2,4,2020-01-02,3759,1,0,0,1
3,4,2020-01-02,5703,1,0,0,1
4,4,2020-01-02,9525,1,0,0,1
5,4,2020-01-02,4077,1,0,0,1
1,3,2020-01-01,0,0,0,a,1
2,3,2020-01-01,0,0,0,a,1
3,3,2020-01-01,0,0,0,a,1
4,3,2020-01-01,0,0,0,a,1
5,3,2020-01-01,0,0,0,a,1
1,2,2019-12-31,2362,1,0,0,1
2,2,2019-12-31,2148,1,0,0,1
3,2,2019-12-31,4081,1,0,0,1
4,2,2019-12-31,9813,1,0,0,1
5,2,2019-12-31,2009,1,0,0,1
1,1,2019-12-30,7193,1,0,0,1
2,1,2019-12-30,7528,1,0,0,1
3,1,2019-12-30,10503,1,0,0,1
4,1,2019-12-30,17412,1,0,0,1
5,1,2019-12-30,6681,1,0,0,1
1,7,2019-12-29,0,0,0,0,1
2,7,2019-12-29,0,0,0,0,0
3,7,2019-12-29,0,0,0,0,0
4,7,2019-12-29,0,0,0,0,0
5,7,2019-12-29,0,0,0,0,0
1,6,2019-12-28,5659,1,0,0,1
2,6,2019-12-28,3561,1,0,0,0
3,6,2019-12-28,3927,1,0,0,0
4,6,2019-12-28,10954,1,0,0,0
5,6,2019-12-28,2303,1,0,0,0
1,5,2019-12-27,6110,1,0,0,1
2,5,2019-12-27,5582,1,0,0,1
3,5,2019-12-27,8158,1,0,0,1
4,5,2019-12-27,11159,1,0,0,1
5,5,2019-12-27,5516,1,0,0,1
1,4,2019-12-26,0,0,0,c,1
2,4,2019-12-26,0,0,0,c,1
3,4,2019-12-26,0,0,0,c,1
4,4,2019-12-26,0,0,0,c,1
5,4,2019-12-26,0,0,0,c,1
1,3,2019-12-25,0,0,0,c,1
2,3,2019-12-25,0,0,0,c,1
3,3,2019-12-25,0,0,0,c,1
4,3,2019-12-25,0,0,0,c,1
5,3,2019-12-25,0,0,0,c,1
1,2,2019-12-24,3204,1,0,0,1
2,2,2019-12-24,2407,1,0,0,1
3,2,2019-12-24,4460,1,0,0,1
4,2,2019-12-24,6786,1,0,0,1
5,2,2019-12-24,3091,1,0,0,1
1,1,2019-12-23,9528,1,0,0,1
2,1,2019-12-23,8640,1,0,0,1
3,1,2019-12-23,14461,1,0,0,1
4,1,2019-12-23,16941,1,0,0,1
5,1,2019-12-23,10877,1,0,0,1
1,7,2019-12-22,0,0,0,0,0
2,7,2019-12-22,0,0,0,0,0
3,7,2019-12-22,0,0,0,0,0
4,7,2019-12-22,0,0,0,0,0
5,7,2019-12-22,0,0,0,0,0
1,6,2019-12-21,8043,1,0,0,0
2,6,2019-12-21,4941,1,0,0,0
3,6,2019-12-21,8215,1,0,0,0
4,6,2019-12-21,14207,1,0,0,0
5,6,2019-12-21,3995,1,0,0,0
1,5,2019-12-20,8414,1,1,0,0
2,5,2019-12-20,7574,1,1,0,0
3,5,2019-12-20,12352,1,1,0,0
4,5,2019-12-20,14757,1,1,0,0
5,5,2019-12-20,8129,1,1,0,0
1,4,2019-12-19,6788,1,1,0,0
2,4,2019-12-19,8559,1,1,0,0
3,4,2019-12-19,10463,1,1,0,0
4,4,2019-12-19,13259,1,1,0,0
5,4,2019-12-19,8331,1,1,0,0
1,3,2019-12-18,7821,1,1,0,0
2,3,2019-12-18,10019,1,1,0,0
3,3,2019-12-18,12564,1,1,0,0
4,3,2019-12-18,13440,1,1,0,0
5,3,2019-12-18,9315,1,1,0,0
1,2,2019-12-17,7356,1,1,0,0
2,2,2019-12-17,10374,1,1,0,0
3,2,2019-12-17,14555,1,1,0,0
4,2,2019-12-17,14471,1,1,0,0
5,2,2019-12-17,9413,1,1,0,0
1,1,2019-12-16,8277,1,1,0,0
2,1,2019-12-16,10479,1,1,0,0
3,1,2019-12-16,14647,1,1,0,0
4,1,2019-12-16,16843,1,1,0,0
5,1,2019-12-16,11692,1,1,0,0
1,7,2019-12-15,0,0,0,0,0
2,7,2019-12-15,0,0,0,0,0
3,7,2019-12-15,0,0,0,0,0
4,7,2019-12-15,0,0,0,0,0
5,7,2019-12-15,0,0,0,0,0
1,6,2019-12-14,6119,1,0,0,0
2,6,2019-12-14,3236,1,0,0,0
3,6,2019-12-14,6688,1,0,0,0
4,6,2019-12-14,12110,1,0,0,0
